详细地址,区域,房型,户型,租金,面积(m²),登记时间,详细信息
龙翔路4楼 中等装修,龙港,套房,三房二厅二卫,18000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_72252.html
鼎盛大厦8楼 精装修,龙港,套房,一室,33800元/年,157,[09-21],https://www.lgfdcw.com/cz/czdetail_72251.html
置信城市花园7楼,龙港,套房,一室,32000元/年,130,[09-21],https://www.lgfdcw.com/cz/czdetail_72250.html
龙港下涝未来社区商铺出租毛坯,龙港,套房,一室,35000元/年,53,[09-21],https://www.lgfdcw.com/cz/czdetail_85024.html
杨家宅村境湖东苑1幢,龙港,套房,二室一厅一卫,12000元/年,46,[09-21],https://www.lgfdcw.com/cz/czdetail_85181.html
沧海西路7号,萧江,单间,一室一卫,面议,60,[09-21],https://www.lgfdcw.com/cz/czdetail_85038.html
沧海西路桥旁（沧海路376号弯进来,萧江,厂房,一室,面议,300,[09-21],https://www.lgfdcw.com/cz/czdetail_84973.html
龙港东新街西四街口3楼套房出租拎,龙港,套房,三室二厅二卫一阳台,1900元/月,125,[09-20],https://www.lgfdcw.com/cz/czdetail_84475.html
环河路3楼 中等装修,龙港,套房,一室,25000元/年,125,[09-19],https://www.lgfdcw.com/cz/czdetail_72249.html
龙港大厦18楼,龙港,套房,三房二厅二卫,27000元/年,130,[09-19],https://www.lgfdcw.com/cz/czdetail_72248.html
锦港嘉园20楼 中等装修,龙港,套房,一室,19000元/年,47,[09-19],https://www.lgfdcw.com/cz/czdetail_72462.html
龙湖小区4楼 中等装修,龙港,套房,一室,25000元/年,150,[09-19],https://www.lgfdcw.com/cz/czdetail_72461.html
纺织二街3楼 中等装修,龙港,套房,一室,20000元/年,90,[09-19],https://www.lgfdcw.com/cz/czdetail_72460.html
新湖绿都南苑7楼 办公装修,龙港,套房,一室,25000元/年,125,[09-19],https://www.lgfdcw.com/cz/czdetail_72459.html
方城丽园4楼,龙港,套房,五室二厅二卫,26000元/年,170,[09-19],https://www.lgfdcw.com/cz/czdetail_72458.html
高兴路7楼,龙港,套房,三房二厅二卫一阳台,15000元/年,120,[09-19],https://www.lgfdcw.com/cz/czdetail_72457.html
港城大厦1楼,龙港,套房,一室,85000元/年,105,[09-19],https://www.lgfdcw.com/cz/czdetail_72456.html
西三街4楼 中等装修,龙港,套房,三房二厅二卫,24000元/年,160,[09-19],https://www.lgfdcw.com/cz/czdetail_72455.html
方鑫大厦26楼 中等装修,龙港,套房,三房二厅二卫,35000元/年,135,[09-19],https://www.lgfdcw.com/cz/czdetail_72454.html
下��郑6楼 精装修,龙港,套房,三房二厅二卫一阳台,19000元/年,140,[09-19],https://www.lgfdcw.com/cz/czdetail_72453.html
兴安街5楼,龙港,套房,三房二厅二卫,23800元/年,125,[09-19],https://www.lgfdcw.com/cz/czdetail_73564.html
河滨小区2楼,龙港,套房,三房二厅二卫,12500元/年,110,[09-19],https://www.lgfdcw.com/cz/czdetail_73563.html
西二公寓1楼,龙港,套房,二室一厅一卫,18000元/年,70,[09-19],https://www.lgfdcw.com/cz/czdetail_73562.html
龙湖路1楼,龙港,商铺,一室,23000元/年,50,[09-19],https://www.lgfdcw.com/cz/czdetail_73560.html
西城路4楼,龙港,套房,二室一厅一卫,22500元/年,80,[09-19],https://www.lgfdcw.com/cz/czdetail_73559.html
彩虹大厦16楼,龙港,套房,二室二厅二卫,33000元/年,142,[09-19],https://www.lgfdcw.com/cz/czdetail_73561.html
彩虹智慧创业园1楼,龙港,厂房,一室,225000元/年,500,[09-19],https://www.lgfdcw.com/cz/czdetail_73558.html
东园楼2楼 简单装修,龙港,套房,二室二厅一卫,16000元/年,70,[09-19],https://www.lgfdcw.com/cz/czdetail_73557.html
方岩大厦14楼 中等装修,龙港,套房,二室二厅一卫一阳台,28000元/年,90,[09-19],https://www.lgfdcw.com/cz/czdetail_72452.html
仪邦工业区厂房1楼,龙港,套房,一室,100000元/年,220,[09-19],https://www.lgfdcw.com/cz/czdetail_72451.html
蔡家街工业园区厂房1楼,龙港,厂房,一室,110000元/年,300,[09-19],https://www.lgfdcw.com/cz/czdetail_72450.html
邮电宿舍4楼,龙港,套房,三房二厅二卫二阳台,15000元/年,110,[09-19],https://www.lgfdcw.com/cz/czdetail_72449.html
威龙商标城6楼 中等装修,龙港,套房,三房二厅二卫,22000元/年,120,[09-19],https://www.lgfdcw.com/cz/czdetail_72448.html
大道北街商铺,龙港,商铺,一室,150000元/年,255,[09-19],https://www.lgfdcw.com/cz/czdetail_72447.html
信用街5楼 中等装修,龙港,套房,一室一厅一卫,13000元/年,60,[09-19],https://www.lgfdcw.com/cz/czdetail_72446.html
龙河家园8楼 精装修,龙港,套房,四室二厅二卫,29000元/年,140,[09-19],https://www.lgfdcw.com/cz/czdetail_72445.html
纺织二街6楼,龙港,套房,三房二厅二卫一阳台,15000元/年,140,[09-19],https://www.lgfdcw.com/cz/czdetail_72444.html
德雅花园6楼 精装修,龙港,套房,五室三厅四卫,60000元/年,300,[09-19],https://www.lgfdcw.com/cz/czdetail_72443.html
泰源锦园2楼 中等装修,龙港,套房,三房二厅二卫,30000元/年,145,[09-19],https://www.lgfdcw.com/cz/czdetail_72851.html
东方世贸商铺1楼,龙港,商铺,一室,40000元/年,53.7,[09-19],https://www.lgfdcw.com/cz/czdetail_72850.html
兴贤路1楼商铺,龙港,商铺,一室,23000元/年,50,[09-19],https://www.lgfdcw.com/cz/czdetail_72849.html
人民路5楼 中等装修,龙港,套房,一室,10000元/年,50,[09-19],https://www.lgfdcw.com/cz/czdetail_72848.html
锦港嘉园12楼,龙港,套房,三房二厅二卫,35000元/年,150,[09-19],https://www.lgfdcw.com/cz/czdetail_72847.html
东方世贸店面1楼,龙港,店面,一室,50000元/年,45,[09-19],https://www.lgfdcw.com/cz/czdetail_72846.html
宫后路1楼,龙港,写字楼,一室,30000元/年,260,[09-19],https://www.lgfdcw.com/cz/czdetail_72845.html
纺织三街5楼,龙港,套房,一室,15555元/年,60,[09-19],https://www.lgfdcw.com/cz/czdetail_72844.html
龙湖路商铺1楼,龙港,商铺,一室,12000元/年,50,[09-19],https://www.lgfdcw.com/cz/czdetail_72843.html
金瓯大厦19楼,龙港,套房,三房二厅二卫,35000元/年,170,[09-19],https://www.lgfdcw.com/cz/czdetail_73957.html
高鑫家园18楼,龙港,套房,三房二厅二卫,25000元/年,125,[09-19],https://www.lgfdcw.com/cz/czdetail_73956.html
龙湖小区4楼,龙港,套房,三房二厅二卫,20000元/年,150,[09-19],https://www.lgfdcw.com/cz/czdetail_73955.html
华百广场15楼,龙港,套房,三房二厅二卫,40000元/年,160,[09-19],https://www.lgfdcw.com/cz/czdetail_73954.html
江湾新村4楼,龙港,套房,一室,12000元/年,75,[09-19],https://www.lgfdcw.com/cz/czdetail_73953.html
金融大厦20楼,龙港,套房,三房二厅二卫,32000元/年,150,[09-19],https://www.lgfdcw.com/cz/czdetail_73952.html
东方大厦21楼,龙港,套房,三房二厅二卫,31200元/年,126,[09-19],https://www.lgfdcw.com/cz/czdetail_73951.html
江湾新村4楼,龙港,套房,二室一厅一卫,10000元/年,70,[09-19],https://www.lgfdcw.com/cz/czdetail_73950.html
双园楼4楼 电梯楼,龙港,套房,三房二厅二卫,30000元/年,120,[09-19],https://www.lgfdcw.com/cz/czdetail_73949.html
华百广场5楼,龙港,套房,一室,35000元/年,180,[09-19],https://www.lgfdcw.com/cz/czdetail_73947.html
方鑫大厦21楼,龙港,套房,三房二厅二卫,33800元/年,155,[09-19],https://www.lgfdcw.com/cz/czdetail_73945.html
南城路锦象公寓电梯房F幢1单元40,龙港,套房,二室一厅一卫一阳台,20000元/年,70,[09-19],https://www.lgfdcw.com/cz/czdetail_85067.html
二小对面京港嘉园3幢29楼,龙港,套房,三室一厅二卫一阳台,面议,110,[09-19],https://www.lgfdcw.com/cz/czdetail_85045.html
纺织五街103号一楼门店和三楼整层,龙港,店面,店面,面议,120,[09-19],https://www.lgfdcw.com/cz/czdetail_84767.html
江滨路龙华大厦,龙港,套房,一室一厅一卫,面议,47,[09-19],https://www.lgfdcw.com/cz/czdetail_83273.html
高龙社区吴桥村647号（龙港中学附,龙港,民房,其它,6800元/年,100,[09-18],https://www.lgfdcw.com/cz/czdetail_85087.html
方岩大厦4楼,龙港,套房,一室,26000元/年,85,[09-18],https://www.lgfdcw.com/cz/czdetail_73944.html
金都路2楼,龙港,套房,一室,21000元/年,110,[09-18],https://www.lgfdcw.com/cz/czdetail_73943.html
白河路4楼 简单装修,龙港,套房,一室,10000元/年,90,[09-18],https://www.lgfdcw.com/cz/czdetail_73942.html
人民路6楼,龙港,套房,三房二厅二卫,26800元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_73941.html
中环大厦2楼商铺,龙港,商铺,一室,160000元/年,468,[09-18],https://www.lgfdcw.com/cz/czdetail_73940.html
纺织三街6楼,龙港,套房,一室,7000元/年,85,[09-18],https://www.lgfdcw.com/cz/czdetail_73938.html
通港路4楼 厂房,龙港,厂房,一室,140000元/年,1005,[09-18],https://www.lgfdcw.com/cz/czdetail_73937.html
东方大厦1楼,龙港,商铺,一室,160000元/年,220,[09-18],https://www.lgfdcw.com/cz/czdetail_73936.html
泰和路6楼,龙港,套房,一室,14000元/年,80,[09-18],https://www.lgfdcw.com/cz/czdetail_73934.html
塘东小区5楼,龙港,套房,三房二厅二卫,16000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_72842.html
沿河南路2楼,龙港,套房,二室二厅一卫,16000元/年,60,[09-18],https://www.lgfdcw.com/cz/czdetail_72841.html
港河路7楼 简单装修 电梯房,龙港,套房,三室一厅二卫,18000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_72840.html
银城花园6楼 精装修,龙港,套房,三房二厅二卫,26800元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_72839.html
东方世贸1楼,龙港,写字楼,一室,50000元/年,45,[09-18],https://www.lgfdcw.com/cz/czdetail_72838.html
锦港嘉园15楼,龙港,套房,二室一厅一卫,26000元/年,82,[09-18],https://www.lgfdcw.com/cz/czdetail_72837.html
国贸大厦6楼,龙港,套房,三室一厅二卫,28000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_73239.html
德雅花园1楼,龙港,套房,三房二厅二卫,32000元/年,130,[09-18],https://www.lgfdcw.com/cz/czdetail_73238.html
龙港商厦7楼,龙港,套房,三房二厅二卫,25000元/年,125,[09-18],https://www.lgfdcw.com/cz/czdetail_73236.html
人民路1楼,龙港,套房,一室,50000元/年,56,[09-18],https://www.lgfdcw.com/cz/czdetail_73235.html
西三街5楼,龙港,套房,一室一厅一卫,10000元/年,35,[09-18],https://www.lgfdcw.com/cz/czdetail_73234.html
锦港嘉园21楼,龙港,套房,一室一厅一卫,18000元/年,35,[09-18],https://www.lgfdcw.com/cz/czdetail_73233.html
花园小区1楼商铺,龙港,商铺,一室,15000元/年,60,[09-18],https://www.lgfdcw.com/cz/czdetail_73232.html
龙湖小区2楼 简单装修,龙港,套房,四房三厅二卫,26000元/年,160,[09-18],https://www.lgfdcw.com/cz/czdetail_73231.html
沿江路2楼,龙港,套房,二室一厅一卫,12000元/年,70,[09-18],https://www.lgfdcw.com/cz/czdetail_73229.html
百有三街4楼,龙港,套房,二室一厅一卫,15000元/年,80,[09-18],https://www.lgfdcw.com/cz/czdetail_73228.html
龙湖路2楼,龙港,套房,三房二厅二卫,18000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_74897.html
金茂大厦16楼,龙港,套房,三房二厅二卫一阳台,35000元/年,130,[09-18],https://www.lgfdcw.com/cz/czdetail_74896.html
龙港大厦1楼,龙港,商铺,一室,240000元/年,220,[09-18],https://www.lgfdcw.com/cz/czdetail_74895.html
西城路6楼,龙港,套房,二室一厅一卫,18800元/年,90,[09-18],https://www.lgfdcw.com/cz/czdetail_74894.html
龙跃路1楼商铺,龙港,商铺,五室二厅三卫三阳台,250000元/年,200,[09-18],https://www.lgfdcw.com/cz/czdetail_74892.html
西洋路2楼,龙港,套房,三房二厅一卫,14000元/年,100,[09-18],https://www.lgfdcw.com/cz/czdetail_74891.html
西城三街4楼,龙港,套房,二室二厅一卫,8000元/年,70,[09-18],https://www.lgfdcw.com/cz/czdetail_74890.html
建民路4楼,龙港,套房,三房二厅二卫,18000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_74889.html
振兴路5楼,龙港,套房,四室二厅二卫一阳台,32000元/年,147,[09-18],https://www.lgfdcw.com/cz/czdetail_74887.html
东盛大厦(花园)13楼,龙港,套房,三房二厅二卫二阳台,30000元/年,130,[09-18],https://www.lgfdcw.com/cz/czdetail_74886.html
兴安街2楼,龙港,套房,一室,22000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_74885.html
江滨商住楼6楼,龙港,套房,三室一厅二卫一阳台,15500元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_74884.html
柳南路2楼,龙港,套房,三室一厅二卫一阳台,23000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_74881.html
仪邦大厦9楼 精装修,龙港,套房,二室二厅二卫,30000元/年,76,[09-18],https://www.lgfdcw.com/cz/czdetail_74880.html
宫后路1楼商铺,龙港,商铺,一室,65000元/年,80,[09-18],https://www.lgfdcw.com/cz/czdetail_74879.html
德雅花园2楼,龙港,套房,三房二厅二卫四阳台,38000元/年,135,[09-18],https://www.lgfdcw.com/cz/czdetail_74878.html
徐家庄4楼,龙港,套房,三房二厅二卫,17000元/年,110,[09-18],https://www.lgfdcw.com/cz/czdetail_74877.html
黄河工业园2楼,龙港,厂房,一室,190000元/年,890,[09-18],https://www.lgfdcw.com/cz/czdetail_74876.html
白河路3楼 简单装修,龙港,套房,一室,21000元/年,140,[09-18],https://www.lgfdcw.com/cz/czdetail_74874.html
下水门4楼,龙港,套房,一室,17500元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_74873.html
国发花园6楼 精装修,龙港,套房,三室一厅二卫,24000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_73227.html
方泰嘉园10楼,龙港,套房,三房二厅二卫,20000元/年,130,[09-18],https://www.lgfdcw.com/cz/czdetail_73226.html
沿江路厂房,龙港,厂房,一室,120000元/年,450,[09-18],https://www.lgfdcw.com/cz/czdetail_73225.html
中梁半岛1楼,龙港,套房,三房二厅二卫,45000元/年,115,[09-18],https://www.lgfdcw.com/cz/czdetail_73224.html
金田花园4楼,龙港,套房,三房二厅二卫,20000元/年,120,[09-18],https://www.lgfdcw.com/cz/czdetail_73223.html
财富广场精装修电梯房,龙港,套房,一室一厅一卫一阳台,1200元/月,30,[09-18],https://www.lgfdcw.com/cz/czdetail_77163.html
威龙商标城6楼,龙港,套房,三房二厅二卫,17000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73222.html
西三街6楼,龙港,套房,一室一厅一卫,9000元/年,35,[09-17],https://www.lgfdcw.com/cz/czdetail_73221.html
海港新村5楼,龙港,套房,三房二厅二卫,17000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73220.html
锦港嘉园7楼,龙港,套房,一室一厅一卫,26000元/年,40,[09-17],https://www.lgfdcw.com/cz/czdetail_73219.html
天水路7楼,龙港,套房,四室二厅二卫,15000元/年,135,[09-17],https://www.lgfdcw.com/cz/czdetail_73218.html
东塘路厂房,龙港,厂房,一室,200000元/年,8000,[09-17],https://www.lgfdcw.com/cz/czdetail_73213.html
外滩嘉园11楼,龙港,套房,三房二厅二卫,36000元/年,147,[09-17],https://www.lgfdcw.com/cz/czdetail_73212.html
双园楼4楼 办公装修,龙港,套房,三房二厅二卫,25000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73211.html
环城路1楼,龙港,套房,一室,13000元/年,50,[09-17],https://www.lgfdcw.com/cz/czdetail_73210.html
龙湖小区2楼,龙港,套房,四室二厅二卫,25000元/年,150,[09-17],https://www.lgfdcw.com/cz/czdetail_73209.html
西六街4楼,龙港,写字楼,一室,88000元/年,400,[09-17],https://www.lgfdcw.com/cz/czdetail_73556.html
东方世贸商铺1楼,龙港,商铺,一室,25000元/年,50,[09-17],https://www.lgfdcw.com/cz/czdetail_73555.html
龙跃路1楼店面,龙港,店面,一室,150000元/年,400,[09-17],https://www.lgfdcw.com/cz/czdetail_73554.html
国发花园2楼,龙港,套房,三房二厅二卫,26500元/年,110,[09-17],https://www.lgfdcw.com/cz/czdetail_73553.html
新华大楼4楼,龙港,套房,三房二厅二卫,22000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73552.html
西一街商铺1楼,龙港,商铺,一室,23000元/年,50,[09-17],https://www.lgfdcw.com/cz/czdetail_73551.html
站港大道4楼,龙港,写字楼,一室,180000元/年,570,[09-17],https://www.lgfdcw.com/cz/czdetail_73550.html
西五街7楼,龙港,套房,三房二厅二卫,17000元/年,115,[09-17],https://www.lgfdcw.com/cz/czdetail_73549.html
大道北街4楼 中等装修,龙港,套房,三房二厅二卫,30000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73548.html
纺织二街4楼,龙港,套房,二室一厅一卫,14500元/年,80,[09-17],https://www.lgfdcw.com/cz/czdetail_73547.html
建民三街4楼,龙港,套房,四室二厅二卫,35000元/年,160,[09-17],https://www.lgfdcw.com/cz/czdetail_73546.html
西三街3楼 简单装修,龙港,套房,三房二厅二卫,20000元/年,138,[09-17],https://www.lgfdcw.com/cz/czdetail_73545.html
大道北街2楼,龙港,套房,三房二厅二卫,22000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73208.html
站前路3楼,龙港,套房,一室一厅一卫,10000元/年,50,[09-17],https://www.lgfdcw.com/cz/czdetail_73207.html
花园一街1楼仓库,龙港,仓库,一室,13000元/年,30,[09-17],https://www.lgfdcw.com/cz/czdetail_73206.html
凯宇花园9楼,龙港,套房,二室二厅一卫,28800元/年,90,[09-17],https://www.lgfdcw.com/cz/czdetail_73205.html
上厂小区7楼,龙港,套房,三房二厅二卫,30000元/年,140,[09-17],https://www.lgfdcw.com/cz/czdetail_73204.html
西三街6楼 精装修,龙港,套房,三房二厅二卫,23000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73203.html
恒利新村1楼商铺,龙港,商铺,一室,30000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73202.html
国发花园5楼 精装修,龙港,套房,一室,25000元/年,84,[09-17],https://www.lgfdcw.com/cz/czdetail_73915.html
巴黎大厦11楼,龙港,套房,三房二厅二卫,40000元/年,150,[09-17],https://www.lgfdcw.com/cz/czdetail_73914.html
月河嘉园4楼1楼,龙港,商铺,一室,20000元/年,60,[09-17],https://www.lgfdcw.com/cz/czdetail_73912.html
蔡家街民房,龙港,民房,一室,35000元/年,250,[09-17],https://www.lgfdcw.com/cz/czdetail_73911.html
泰兴路5楼,龙港,套房,一室,15000元/年,100,[09-17],https://www.lgfdcw.com/cz/czdetail_73910.html
白河路6楼,龙港,套房,一室,8500元/年,90,[09-17],https://www.lgfdcw.com/cz/czdetail_73909.html
纺织一街1楼,龙港,套房,一室,36000元/年,100,[09-17],https://www.lgfdcw.com/cz/czdetail_73908.html
西一街7楼,龙港,套房,三房二厅二卫,21000元/年,127,[09-17],https://www.lgfdcw.com/cz/czdetail_73907.html
鼎盛大厦副楼4楼,龙港,套房,一室,25000元/年,95,[09-17],https://www.lgfdcw.com/cz/czdetail_73905.html
恒利新村6楼,龙港,套房,三房二厅二卫,18000元/年,110,[09-17],https://www.lgfdcw.com/cz/czdetail_73904.html
金田工业区是2楼4楼一起540平,龙港,厂房,一室,120000元/年,540,[09-17],https://www.lgfdcw.com/cz/czdetail_73903.html
仪邦公馆15楼,龙港,套房,一室,25000元/年,40,[09-17],https://www.lgfdcw.com/cz/czdetail_73902.html
仪邦工业园厂房3楼,龙港,套房,一室,面议,400,[09-17],https://www.lgfdcw.com/cz/czdetail_73901.html
时代大道厂房8楼,龙港,厂房,一室,面议,800,[09-17],https://www.lgfdcw.com/cz/czdetail_73900.html
振兴路7楼 办公装修,龙港,套房,一室,16000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_73898.html
金田工业区2楼3楼厂房 一层950平,龙港,厂房,一室,面议,1900,[09-17],https://www.lgfdcw.com/cz/czdetail_73896.html
龙城华府13楼,龙港,套房,四室二厅二卫一阳台,42000元/年,180,[09-17],https://www.lgfdcw.com/cz/czdetail_74865.html
宫后路1楼店面,龙港,店面,一室,30000元/年,50,[09-17],https://www.lgfdcw.com/cz/czdetail_74864.html
毯业小区7楼,龙港,套房,二室一厅一卫一阳台,9000元/年,60,[09-17],https://www.lgfdcw.com/cz/czdetail_74863.html
德雅花园1楼,龙港,套房,三房二厅二卫,36000元/年,130,[09-17],https://www.lgfdcw.com/cz/czdetail_74862.html
柳南路3楼 拎包入住,龙港,套房,三房二厅二卫一阳台,26000元/年,120,[09-17],https://www.lgfdcw.com/cz/czdetail_74861.html
龙湖小区,龙港,套房,三室一厅一卫,面议,100,[09-16],https://www.lgfdcw.com/cz/czdetail_84059.html
海港路3楼,龙港,套房,四室二厅二卫二阳台,23000元/年,160,[09-16],https://www.lgfdcw.com/cz/czdetail_74860.html
仪邦大厦10楼 精装修,龙港,套房,一室一厅一卫,24000元/年,50,[09-16],https://www.lgfdcw.com/cz/czdetail_74859.html
仪邦大厦13楼 精装修,龙港,套房,一室一厅一卫一阳台,28000元/年,50,[09-16],https://www.lgfdcw.com/cz/czdetail_74858.html
西一街1楼商铺,龙港,商铺,一室,40000元/年,30,[09-16],https://www.lgfdcw.com/cz/czdetail_74857.html
锦港嘉园9楼 精装修,龙港,套房,三房二厅二卫,28000元/年,150,[09-16],https://www.lgfdcw.com/cz/czdetail_74856.html
锦绣名苑6楼,龙港,套房,一室,40000元/年,183,[09-16],https://www.lgfdcw.com/cz/czdetail_74855.html
方泰嘉园10楼 简单装修,龙港,套房,一室,30000元/年,117,[09-16],https://www.lgfdcw.com/cz/czdetail_74854.html
锦泰嘉园2楼,龙港,套房,三房二厅二卫一阳台,25000元/年,150,[09-16],https://www.lgfdcw.com/cz/czdetail_74853.html
华府公寓商铺1楼,龙港,商铺,一室,1800000元/年,1800,[09-16],https://www.lgfdcw.com/cz/czdetail_74852.html
大道北街5楼 电梯房 精装修,龙港,套房,三房二厅二卫,30000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_74851.html
双排街1楼,龙港,套房,一室,51000元/年,150,[09-16],https://www.lgfdcw.com/cz/czdetail_74850.html
兴安街2楼,龙港,套房,三房二厅二卫,25800元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_74849.html
龙湖路3楼,龙港,套房,四室二厅二卫,22000元/年,150,[09-16],https://www.lgfdcw.com/cz/czdetail_74848.html
锦泰嘉园6楼,龙港,套房,一室,21000元/年,135,[09-16],https://www.lgfdcw.com/cz/czdetail_74847.html
龙港商厦8楼 拎包入住,龙港,套房,三房二厅一卫,28000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_74846.html
东方世贸9楼,龙港,套房,一室,28000元/年,48,[09-16],https://www.lgfdcw.com/cz/czdetail_74837.html
龙湖住宅小区2楼,龙港,套房,一室,16000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_74836.html
江湾新村1楼,龙港,套房,二室一厅一卫一阳台,14000元/年,75,[09-16],https://www.lgfdcw.com/cz/czdetail_74835.html
江湾新村5楼,龙港,套房,一室,6000元/年,50,[09-16],https://www.lgfdcw.com/cz/czdetail_74834.html
龙华公寓6楼,龙港,套房,三房二厅二卫一阳台,15000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_74833.html
泰安路1楼商铺,龙港,商铺,一室,100000元/年,100,[09-16],https://www.lgfdcw.com/cz/czdetail_74832.html
天成时尚小微园4楼厂房,龙港,厂房,一室,176700元/年,930,[09-16],https://www.lgfdcw.com/cz/czdetail_74831.html
华夏公寓4楼 精装修,龙港,套房,一室,15000元/年,85,[09-16],https://www.lgfdcw.com/cz/czdetail_74830.html
龙湖路1楼店面,龙港,店面,一室,面议,200,[09-16],https://www.lgfdcw.com/cz/czdetail_74829.html
规划二路5楼,龙港,套房,二室一厅一卫一阳台,14500元/年,80,[09-16],https://www.lgfdcw.com/cz/czdetail_74828.html
华夏公寓3楼,龙港,套房,三房二厅二卫,25800元/年,122,[09-16],https://www.lgfdcw.com/cz/czdetail_74827.html
华夏公寓6楼,龙港,套房,三房二厅二卫,18000元/年,135,[09-16],https://www.lgfdcw.com/cz/czdetail_74826.html
新湖绿都北苑18楼,龙港,套房,三房二厅二卫一阳台,24000元/年,140,[09-16],https://www.lgfdcw.com/cz/czdetail_74825.html
华鸿智造小微园区3楼,龙港,套房,一室,面议,750,[09-16],https://www.lgfdcw.com/cz/czdetail_74824.html
湖前厂房,龙港,厂房,一室,面议,900,[09-16],https://www.lgfdcw.com/cz/czdetail_74823.html
荣御府10楼,龙港,套房,二室一厅一卫,21000元/年,89,[09-16],https://www.lgfdcw.com/cz/czdetail_74822.html
东新街7楼,龙港,套房,一室,18000元/年,110,[09-16],https://www.lgfdcw.com/cz/czdetail_74821.html
通港路6楼,龙港,套房,三房二厅二卫一阳台,25000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_74820.html
仪邦大厦20楼 精装修,龙港,套房,一室一厅一卫,25200元/年,35,[09-16],https://www.lgfdcw.com/cz/czdetail_74819.html
永兴路(永兴南路)2楼,龙港,套房,一室,180000元/年,300,[09-16],https://www.lgfdcw.com/cz/czdetail_74818.html
仪邦工业区厂房,龙港,厂房,一室,115000元/年,250,[09-16],https://www.lgfdcw.com/cz/czdetail_73895.html
方鑫大厦7楼,龙港,套房,一室,32000元/年,170,[09-16],https://www.lgfdcw.com/cz/czdetail_73894.html
西三街5楼,龙港,套房,三房二厅二卫,25000元/年,150,[09-16],https://www.lgfdcw.com/cz/czdetail_73893.html
西六街6楼 中等装修,龙港,套房,三房二厅二卫,16000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_73891.html
龙湖小区4楼,龙港,套房,四室二厅二卫,30000元/年,158,[09-16],https://www.lgfdcw.com/cz/czdetail_73201.html
侨贸大厦7楼,龙港,套房,三房二厅二卫,25000元/年,124,[09-16],https://www.lgfdcw.com/cz/czdetail_73200.html
江滨商住楼6楼,龙港,套房,三房二厅二卫,18000元/年,110,[09-16],https://www.lgfdcw.com/cz/czdetail_73199.html
西六街7楼,龙港,套房,三室一厅二卫,13000元/年,110,[09-16],https://www.lgfdcw.com/cz/czdetail_73197.html
柳东路1楼,龙港,套房,二室二厅一卫,22000元/年,90,[09-16],https://www.lgfdcw.com/cz/czdetail_73196.html
柳浦新村3楼,龙港,套房,三房二厅二卫,27000元/年,145,[09-16],https://www.lgfdcw.com/cz/czdetail_73195.html
月河家园5楼,龙港,套房,三房二厅二卫,18000元/年,120,[09-16],https://www.lgfdcw.com/cz/czdetail_73194.html
龙港大厦3楼,龙港,套房,四室二厅二卫,50800元/年,260,[09-16],https://www.lgfdcw.com/cz/czdetail_73193.html
海港路1楼,龙港,商铺,一室,25000元/年,50,[09-16],https://www.lgfdcw.com/cz/czdetail_73186.html
东方世贸1楼,龙港,商铺,一室,35000元/年,52,[09-16],https://www.lgfdcw.com/cz/czdetail_73185.html
纺织二街4楼,龙港,套房,一室一厅一卫,8000元/年,60,[09-16],https://www.lgfdcw.com/cz/czdetail_73184.html
龙海花园 好楼层 清水装修 拎包入,龙港,套房,三室一厅二卫一阳台,24000元/年,145,[09-16],https://www.lgfdcw.com/cz/czdetail_85175.html
锦绣名园 6跃7 步梯 精装修 拎包,龙港,套房,四室一厅三卫一阳台,38000元/年,237,[09-16],https://www.lgfdcw.com/cz/czdetail_85174.html
