id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
3496,36,admin.,single,basic.9y,no,yes,yes,telephone,apr,wed,171,0,1022,0,nonexistent,-1.8,90.93,-34.66,0.61,5178.99,yes
3497,36,entrepreneur,married,university.degree,no,no,no,cellular,nov,tue,529,0,1029,0,nonexistent,-0.1,91.05,-43.63,4.21,5200.99,yes
3498,42,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,4961,1,416,2,failure,1.4,98.46,-29.97,4.46,5291.28,no
3499,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,185,2,952,2,failure,-1.8,89.08,-47.9,1.34,5109.29,no
3500,40,technician,single,university.degree,unknown,yes,no,cellular,oct,fri,1102,1,441,2,nonexistent,-3.4,92.71,-45.18,1.63,5236,yes
3501,33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,142,1,979,0,nonexistent,1.1,91.08,-35.12,5.06,5024.88,no
3502,52,admin.,married,high.school,no,yes,yes,cellular,may,mon,139,2,1046,0,nonexistent,-1.8,95.95,-44.39,1.23,5165.38,no
3503,45,management,single,basic.9y,yes,no,yes,telephone,may,mon,3822,3,93,6,failure,1.4,92.29,-47.17,4.35,5316.07,yes
3504,41,blue-collar,married,unknown,no,yes,no,cellular,may,wed,84,1,973,1,failure,-1.8,88.89,-47.95,1.32,5150.09,no
3505,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,319,0,1030,0,nonexistent,-1.8,93.63,-46.98,1.3,5333.65,no
3506,58,retired,married,university.degree,no,no,no,cellular,sep,mon,4745,1,612,6,success,-3.4,97.3,-27.29,1.68,5222.23,yes
3507,31,admin.,married,high.school,no,no,no,telephone,may,mon,56,0,245,4,success,1.1,89.76,-42.79,2.54,4973.04,no
3508,80,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,172,3,1001,0,nonexistent,-3,95.49,-33.95,0.7,5134.01,yes
3509,52,management,married,basic.4y,no,no,no,cellular,may,fri,94,3,959,0,nonexistent,-1.8,94.28,-43.93,1.31,4956.32,no
3510,46,services,married,high.school,unknown,yes,yes,telephone,jun,wed,160,2,1013,0,nonexistent,1.4,93.14,-43.72,5.15,5201.95,no
3511,30,admin.,married,university.degree,no,no,no,telephone,jun,wed,132,2,957,0,nonexistent,1.4,95.22,-41.29,4.99,5332.66,no
3512,41,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,2606,1,1011,2,failure,-1.8,96.35,-38.37,3.03,4755.63,no
3513,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,3228,3,806,1,success,1.4,93.4,-44.56,5.14,5168.46,no
3514,31,admin.,single,university.degree,no,no,no,telephone,jun,wed,4175,5,452,4,failure,1.4,89.69,-40.73,1.45,5169.44,no
3515,74,housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,190,1,1000,0,nonexistent,-3.4,91.35,-30.49,0.7,5007.46,yes
3516,36,admin.,married,university.degree,no,yes,no,cellular,may,wed,559,0,999,1,failure,-1.8,90.01,-48.37,1.25,5221.47,no
3517,28,admin.,married,high.school,no,no,no,cellular,may,tue,288,2,955,1,failure,-1.8,96.33,-47.81,1.27,5287.76,no
3518,31,technician,single,university.degree,no,yes,no,cellular,nov,mon,380,1,979,1,failure,-0.1,95.53,-43.3,4.28,5149.03,no
3519,47,technician,married,university.degree,no,no,no,cellular,may,fri,586,7,995,0,nonexistent,-1.8,93.63,-46.01,1.24,4925.73,no
3520,20,student,single,university.degree,no,yes,no,cellular,jul,fri,1439,10,973,0,nonexistent,1.4,96.17,-41.29,5.18,5086.94,no
3521,41,admin.,married,professional.course,no,yes,yes,cellular,apr,mon,535,2,998,1,failure,-1.8,95.12,-44.98,1.4,4946.12,no
3522,31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,60,3,989,0,nonexistent,1.4,94.28,-36.78,4.96,5024.2,no
3523,40,management,married,university.degree,no,yes,no,telephone,jun,fri,252,0,1018,0,nonexistent,1.4,94.65,-41.38,4.91,4987.6,no
3524,38,technician,single,professional.course,no,no,no,cellular,aug,thu,126,0,1006,0,nonexistent,1.4,95.68,-36.56,5.18,5447.68,no
3525,37,technician,single,professional.course,no,no,no,cellular,may,wed,43,1,1040,0,nonexistent,-1.8,92.89,-45.41,1.28,5201.08,no
3526,35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1170,1,816,4,nonexistent,1.1,90.08,-46.31,0.99,5208.64,no
3527,29,self-employed,single,university.degree,no,yes,yes,cellular,dec,fri,130,2,6,1,success,-3,94.19,-31.35,0.73,4892.88,no
3528,36,technician,single,university.degree,no,no,no,cellular,may,thu,203,2,215,3,success,-1.8,89.91,-42.76,4.98,4761.73,no
3529,52,admin.,married,university.degree,no,no,no,telephone,may,tue,172,1,1028,0,nonexistent,1.1,90.14,-36.69,4.61,5081.98,no
3530,42,management,married,university.degree,unknown,yes,no,cellular,aug,mon,1172,5,975,3,success,1.4,92.98,-38.07,4.12,4855.88,no
3531,46,unknown,married,unknown,unknown,yes,no,cellular,jul,mon,216,6,999,0,nonexistent,1.4,97.48,-40.69,5.01,5348.34,no
3532,44,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,3823,1,33,3,success,1.4,91.18,-38.63,1.2,5309.43,no
3533,41,management,divorced,unknown,no,yes,no,cellular,aug,wed,135,1,4,1,success,-2.9,95.05,-32.53,0.84,5198.02,yes
3534,32,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,2253,3,296,0,failure,-3.4,95.32,-31.76,3.63,5240.47,no
3535,33,management,married,university.degree,no,no,no,cellular,may,fri,1611,1,701,6,success,-1.8,93.11,-46.37,3.43,5436.61,no
3536,27,housemaid,married,high.school,no,yes,no,cellular,mar,fri,1248,11,238,2,success,-1.8,90.39,-30.31,3.98,5186.56,no
3537,97,housemaid,single,basic.6y,no,no,no,cellular,oct,tue,2026,52,851,6,success,1.4,91.19,-30.1,0.81,5060.35,yes
3538,49,admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,2196,0,726,2,nonexistent,1.4,96.53,-38.39,4.04,4983.95,no
3539,60,technician,married,basic.4y,no,yes,no,cellular,oct,tue,623,1,5,1,success,-3.4,91.96,-26.52,0.73,5037.57,yes
3540,33,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,573,1,919,5,nonexistent,-0.1,92.61,-44.2,2.13,4762.14,no
3541,35,self-employed,married,university.degree,no,no,no,telephone,may,tue,2534,1,178,3,nonexistent,1.1,90.2,-44.38,4.47,5182.92,no
3542,42,blue-collar,single,basic.6y,unknown,yes,no,cellular,nov,thu,37,1,1010,0,nonexistent,-0.1,96.18,-43.72,4.01,5382.84,no
3543,35,services,married,high.school,no,no,no,telephone,may,tue,201,1,1044,0,nonexistent,1.1,93.9,-37.27,4.88,5320.77,no
3544,26,housemaid,single,basic.9y,no,yes,unknown,telephone,aug,thu,113,18,977,0,nonexistent,-0.1,89.84,-43.93,4.21,4936.01,no
3545,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1234,2,630,6,failure,-2.9,88.73,-32.13,1.37,5125.44,no
3546,32,admin.,married,high.school,no,yes,no,cellular,nov,wed,4636,1,269,0,failure,-0.1,98.11,-26.67,4.12,4979.75,no
3547,24,admin.,single,university.degree,no,no,no,cellular,jul,wed,210,3,985,0,nonexistent,1.4,91.94,-42.31,4.87,5259.46,no
3548,34,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1037,4,696,6,nonexistent,1.4,91.11,-28.09,3.71,5110.57,no
3549,35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2017,6,863,6,success,1.4,98.31,-35.68,2.85,4988.09,no
3550,49,housemaid,married,professional.course,no,yes,no,cellular,jul,wed,336,1,545,5,failure,-1.7,95.67,-47.96,3.41,4919.48,yes
3551,31,services,married,high.school,no,no,no,cellular,nov,tue,3535,1,760,5,success,-0.1,96.63,-37.08,3.72,4823.59,no
3552,44,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,241,2,950,0,nonexistent,-1.8,95.77,-44.12,1.37,5037.91,no
3553,29,admin.,single,university.degree,no,no,no,telephone,may,fri,46,2,1039,0,nonexistent,-1.8,93.17,-46.75,1.22,4884.93,no
3554,41,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,375,3,613,2,success,1.4,94.34,-45.58,4.25,4815.67,no
3555,34,technician,single,professional.course,no,no,yes,cellular,jul,tue,989,4,999,0,nonexistent,1.4,89.59,-42.99,4.72,5285.6,yes
3556,36,admin.,married,university.degree,no,no,no,cellular,aug,mon,3432,1,187,6,success,1.4,93.26,-28.46,3.51,4879.76,no
3557,33,technician,single,university.degree,no,yes,no,cellular,aug,tue,589,0,940,2,success,1.4,90.89,-35.65,4.33,5455.19,no
3558,30,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,145,1,1010,0,nonexistent,-0.1,94.31,-40.65,4.24,5419.21,no
3559,51,admin.,married,professional.course,no,yes,no,telephone,may,fri,78,2,1016,0,nonexistent,1.1,98.5,-37.38,4.78,5232.52,no
3560,28,services,single,professional.course,no,no,no,telephone,jun,fri,106,4,1009,0,nonexistent,1.4,90.11,-39.91,5.14,5411.08,no
3561,41,technician,married,professional.course,no,yes,no,cellular,nov,mon,150,0,967,0,nonexistent,-0.1,91.52,-42.37,4.28,5362.06,no
3562,33,housemaid,married,high.school,no,no,no,telephone,may,tue,3617,0,825,1,success,1.1,91.66,-30.81,1.96,5281.35,no
3563,85,retired,unknown,basic.6y,no,yes,unknown,cellular,sep,tue,82,29,1015,0,nonexistent,1.4,96.82,-40.71,4.78,5343.11,yes
3564,52,blue-collar,married,unknown,no,no,yes,cellular,jul,thu,3455,1,38,2,nonexistent,1.4,90.01,-46.63,3.15,4895.15,no
3565,21,unemployed,divorced,illiterate,unknown,no,no,cellular,sep,thu,2235,53,256,4,failure,1.4,95.64,-30.41,2.19,5295.93,yes
3566,38,blue-collar,divorced,unknown,unknown,unknown,unknown,telephone,may,tue,82,1,1039,0,nonexistent,1.1,94.65,-35.74,5,4998.93,no
3567,29,admin.,single,university.degree,no,yes,no,cellular,jul,wed,2145,3,402,4,nonexistent,1.4,92.85,-36.4,2.25,4944.04,no
3568,94,retired,married,unknown,no,yes,no,cellular,may,thu,500,1,98,6,failure,-1.8,96.32,-27.89,4.81,5184.27,no
3569,52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,mon,2244,2,497,5,failure,1.4,91.32,-38.03,3.61,5297.5,no
3570,41,management,married,unknown,unknown,no,yes,telephone,jun,thu,2845,1,694,3,nonexistent,1.4,98.13,-50.97,3.03,5211.82,yes
3571,23,technician,single,university.degree,no,yes,yes,cellular,nov,tue,453,2,5,3,failure,-1.1,93.91,-49.22,1.09,5018.19,yes
3572,39,admin.,married,high.school,no,yes,no,telephone,jun,fri,85,1,1031,0,nonexistent,1.4,96.54,-42.63,4.77,5259.46,no
3573,57,technician,married,basic.9y,no,no,no,cellular,jul,wed,503,1,1031,0,nonexistent,1.4,98.14,-41.29,5.2,5055.57,no
3574,55,services,married,high.school,unknown,yes,no,telephone,jul,thu,266,11,1038,0,nonexistent,1.4,96.07,-42.61,4.86,5322.2,no
3575,34,unknown,single,basic.4y,unknown,no,no,telephone,may,thu,81,1,988,0,nonexistent,1.1,94.83,-34.83,4.93,5097.56,no
3576,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,705,2,164,3,nonexistent,1.1,96.39,-43.03,2.04,4985.93,no
3577,42,technician,married,professional.course,no,no,no,cellular,nov,fri,2206,4,251,3,success,-0.1,96.33,-43.66,4.3,4878.56,no
3578,42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,100,1,980,0,nonexistent,1.1,96.71,-35.16,5,5294.82,no
3579,34,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,232,1,1042,0,nonexistent,1.1,89.48,-37.71,4.96,5035.26,no
3580,33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,489,4,968,0,nonexistent,1.4,96.26,-44.32,4.81,5228.1,no
3581,39,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,thu,117,1,958,0,nonexistent,1.4,91.47,-42.4,5.01,5233.32,no
3582,53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,146,1,1033,0,nonexistent,1.1,98.31,-35.63,4.86,5367.49,no
3583,37,technician,married,professional.course,no,yes,no,cellular,aug,wed,647,1,615,3,failure,1.4,91.5,-41.5,1.73,4851.35,no
3584,22,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,270,2,998,0,nonexistent,-1.8,95.58,-44.86,1.29,4930.82,no
3585,41,technician,married,high.school,no,no,no,cellular,aug,mon,2480,3,977,4,nonexistent,1.4,93.98,-44.86,2.26,5200.26,no
3586,64,blue-collar,single,basic.9y,yes,unknown,unknown,cellular,jul,wed,90,43,973,0,nonexistent,1.4,89.23,-34.51,4.92,5186.27,yes
3587,48,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3100,3,851,5,success,-1.8,93.74,-41.98,3.93,5238.02,no
3588,57,services,married,high.school,unknown,no,no,cellular,jul,thu,213,1,971,0,nonexistent,1.4,89.78,-44.15,4.8,5076.48,no
3589,29,technician,married,university.degree,no,no,no,cellular,may,mon,42,1,1046,0,nonexistent,-1.8,94.19,-46.75,1.3,5211.28,no
3590,70,admin.,single,high.school,yes,unknown,no,cellular,may,fri,2517,11,797,5,success,1.4,95.22,-44.18,2.3,4798.59,yes
3591,40,technician,single,professional.course,no,yes,no,telephone,may,tue,1521,0,60,4,nonexistent,1.1,96.47,-27.85,3.99,4939.35,no
3592,66,retired,married,high.school,no,no,no,cellular,sep,fri,3023,3,638,6,nonexistent,-3.4,95.28,-43.99,1.27,5059.11,yes
3593,33,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,2349,0,205,3,nonexistent,1.4,98.02,-26.28,2.36,5066.19,no
3594,53,services,married,high.school,unknown,yes,no,telephone,may,mon,105,1,1029,0,nonexistent,1.1,90.61,-37.89,4.72,5107.94,no
3595,32,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,fri,206,2,1043,1,failure,-1.8,94.09,-45.02,1.43,5144.99,no
3596,16,entrepreneur,divorced,university.degree,yes,yes,yes,cellular,dec,thu,3071,5,484,5,nonexistent,1.4,94.19,-39.56,4.86,5331.42,no
3597,38,admin.,single,high.school,no,no,no,telephone,jun,mon,199,1,991,0,nonexistent,1.4,97.2,-40.46,4.94,5008.51,no
3598,42,blue-collar,single,high.school,no,no,yes,telephone,may,thu,191,1,515,1,nonexistent,-1.8,88.7,-44.64,4.23,5358.04,no
3599,54,services,married,high.school,unknown,yes,no,cellular,apr,mon,630,0,557,4,nonexistent,-1.8,91.08,-39.47,3.8,5184.22,no
3600,39,technician,married,professional.course,no,yes,yes,cellular,aug,wed,85,1,1004,0,nonexistent,1.4,95.68,-34.43,4.78,5097.39,no
3601,44,admin.,married,high.school,unknown,no,no,telephone,jul,thu,3580,3,669,3,nonexistent,1.4,97.56,-38.66,1.49,5132.29,no
3602,52,admin.,married,university.degree,no,no,no,cellular,aug,wed,173,0,1021,0,nonexistent,1.4,89.23,-36.17,4.81,5066.02,no
3603,37,admin.,married,high.school,no,no,no,cellular,jul,wed,2447,8,959,6,nonexistent,1.4,98.77,-46.88,3.42,5278.21,no
3604,35,management,married,university.degree,no,yes,no,cellular,nov,mon,62,2,1022,0,nonexistent,-0.1,92.82,-41.07,4.02,5237.36,no
3605,41,technician,divorced,university.degree,no,no,no,cellular,aug,thu,143,0,1031,0,nonexistent,1.4,96.8,-37.65,5.11,5431.99,no
3606,44,blue-collar,married,unknown,no,yes,no,cellular,apr,thu,277,1,1019,1,failure,-1.8,96.7,-45.4,1.45,5124.59,no
3607,42,blue-collar,married,basic.6y,no,yes,no,cellular,nov,fri,286,2,950,0,nonexistent,-0.1,90.21,-43.97,4.16,5445.19,no
3608,30,blue-collar,married,professional.course,no,no,no,cellular,jul,thu,66,1,1003,0,nonexistent,1.4,96.17,-43.72,4.91,5008.51,no
3609,39,technician,married,professional.course,unknown,no,no,cellular,aug,wed,72,2,1005,0,nonexistent,1.4,94.09,-37.29,4.85,5128.76,no
3610,44,technician,divorced,unknown,no,no,no,telephone,jul,tue,221,3,1009,0,nonexistent,1.4,98.05,-43.72,4.88,5280.38,no
3611,30,services,married,high.school,no,no,no,telephone,nov,fri,280,2,2,2,success,-3.4,89.49,-31.15,0.7,4791.71,yes
3612,42,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,353,2,1043,0,nonexistent,1.4,93.23,-42.67,4.95,5128.76,no
3613,35,housemaid,married,basic.9y,no,no,no,cellular,jul,tue,278,2,978,0,nonexistent,1.4,95.79,-44.4,5.1,5086.94,no
3614,34,admin.,single,university.degree,no,no,no,cellular,nov,wed,97,1,994,0,nonexistent,-0.1,94.87,-43.26,4.11,5045.12,no
3615,86,student,unknown,basic.6y,no,yes,unknown,telephone,may,tue,449,6,1026,0,nonexistent,1.1,95.96,-35.59,4.95,5102.75,no
3616,69,retired,divorced,professional.course,no,yes,no,telephone,sep,wed,445,4,808,4,failure,-1.1,93.56,-41.4,3.1,4894.68,no
3617,49,self-employed,married,university.degree,no,yes,no,telephone,jun,fri,4634,2,36,6,success,1.4,89.67,-35.44,2.52,5028.95,no
3618,35,blue-collar,married,basic.9y,no,no,yes,cellular,aug,tue,425,1,1047,1,failure,-1.7,92.89,-38.29,0.92,5106.4,yes
3619,29,admin.,married,high.school,no,no,no,cellular,jun,wed,2808,1,496,2,nonexistent,-2.9,93.67,-36.79,3.86,5131.55,no
3620,40,admin.,single,unknown,no,no,no,telephone,may,mon,52,9,974,0,nonexistent,1.1,97.65,-35.63,4.85,5024.88,no
3621,36,admin.,married,university.degree,no,yes,no,cellular,aug,tue,4333,0,574,5,nonexistent,1.4,91.39,-44.87,0.93,5370.34,no
3622,47,services,married,university.degree,no,yes,no,telephone,may,tue,61,9,978,0,nonexistent,1.1,96.53,-36.65,4.8,4962.59,no
3623,36,services,married,high.school,no,yes,yes,telephone,jun,fri,4143,1,729,5,nonexistent,1.4,95.64,-35.72,2.92,5025.9,no
3624,59,services,single,high.school,yes,yes,no,cellular,apr,tue,343,18,1010,0,nonexistent,-1.8,92.7,-44.02,1.24,5338.75,yes
3625,41,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,1681,2,172,2,nonexistent,-1.8,98.7,-42.31,2.92,4972.76,no
3626,41,admin.,single,university.degree,no,yes,no,cellular,jul,fri,238,1,1037,0,nonexistent,1.4,93.16,-40.6,4.8,5337.89,no
3627,29,technician,single,university.degree,no,yes,no,cellular,apr,thu,733,0,4,1,success,-1.8,93.72,-48.74,1.32,4920.63,yes
3628,41,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,497,3,1009,0,nonexistent,1.4,91.47,-41.12,5.05,5269.92,no
3629,36,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,3563,3,53,6,success,-1.8,95.11,-36.75,3.9,5357.72,no
3630,34,self-employed,married,professional.course,no,yes,no,cellular,nov,tue,89,0,964,1,failure,-0.1,91.8,-40.15,4.09,5060.7,no
3631,36,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,914,0,1007,0,nonexistent,-1.8,96.7,-47.26,1.33,5053.2,yes
3632,36,admin.,single,high.school,no,no,no,cellular,apr,thu,855,1,875,3,success,-1.8,98.24,-29.58,4.61,5217.43,no
3633,39,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,3583,0,508,4,success,1.1,98.32,-49.08,3.56,5241.67,no
3634,32,admin.,married,high.school,no,no,no,telephone,may,fri,152,3,954,0,nonexistent,1.1,91.92,-34.79,4.69,5009.31,no
3635,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,137,2,974,0,nonexistent,1.1,94.46,-36.1,4.66,5429.78,no
3636,49,blue-collar,married,professional.course,no,no,yes,cellular,aug,thu,2595,4,26,2,failure,1.4,90.39,-28.49,1.76,5294.77,no
3637,70,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,3470,1,420,4,nonexistent,-1.8,95.37,-46.34,2.31,5209.47,no
3638,28,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,133,6,962,0,nonexistent,1.1,91.45,-36.94,4.78,5123.51,no
3639,49,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,147,1,1024,0,nonexistent,1.4,94.1,-41.16,5.06,5170.59,no
3640,32,admin.,single,university.degree,no,unknown,unknown,telephone,jun,fri,117,4,1043,0,nonexistent,1.4,97.2,-39.7,4.96,5233.32,no
3641,55,retired,married,unknown,unknown,yes,no,telephone,jun,wed,2613,1,53,4,success,1.4,89.54,-46.4,3.18,5248.36,no
3642,37,admin.,married,high.school,no,no,no,telephone,may,fri,1582,1,299,2,failure,1.1,91.16,-40.98,4.72,5381.27,no
3643,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,3415,1,625,5,success,1.4,93.09,-40.34,2.1,5053.86,no
3644,36,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,112,2,959,0,nonexistent,1.1,93.43,-37.05,4.66,4936.64,no
3645,42,blue-collar,single,high.school,unknown,no,no,telephone,jul,mon,199,1,1045,0,nonexistent,1.4,91.28,-44.27,5.2,5060.8,no
3646,31,admin.,married,high.school,no,yes,no,cellular,nov,tue,494,1,821,0,failure,-3.4,96.15,-28.47,4.27,4863.73,yes
3647,26,student,single,unknown,unknown,yes,no,cellular,apr,thu,447,0,1043,0,nonexistent,-1.8,93.91,-48.7,1.3,5175.58,yes
3648,31,admin.,single,high.school,no,no,no,cellular,apr,thu,725,0,985,1,failure,-1.8,92.88,-49.17,1.35,4854.34,no
3649,40,services,married,high.school,unknown,yes,no,telephone,may,tue,233,1,245,6,failure,1.1,91.85,-27.02,1.6,5215.26,yes
3650,31,services,married,basic.4y,unknown,no,no,cellular,jul,mon,311,3,979,0,nonexistent,1.4,96.82,-43.59,4.93,4998.06,no
3651,51,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,3480,1,241,4,failure,1.4,90.6,-26.58,1.58,4888.58,no
3652,30,technician,divorced,high.school,no,no,no,cellular,may,mon,39,0,986,0,nonexistent,-1.8,96.98,-45.27,1.21,5053.2,no
3653,25,technician,single,professional.course,no,yes,no,cellular,jun,tue,155,2,2,1,success,-2.9,89.24,-40.14,1.24,4969.59,yes
3654,46,blue-collar,married,basic.6y,no,no,yes,cellular,jul,mon,937,1,1022,0,nonexistent,1.4,90.81,-43.38,5.04,4992.83,no
3655,27,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,594,3,358,5,success,1.4,89.78,-44.74,0.9,5133.06,no
3656,58,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,169,0,983,0,nonexistent,1.4,96.63,-43.22,4.84,5018.97,no
3657,46,admin.,divorced,basic.6y,no,yes,no,telephone,may,thu,4451,0,802,6,nonexistent,1.1,92.95,-31.31,3.65,5084.89,no
3658,31,admin.,married,university.degree,no,yes,no,cellular,nov,tue,636,0,142,0,nonexistent,-0.1,96.46,-38.44,2.88,5377.42,no
3659,26,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,1589,2,633,1,success,1.1,93.5,-30.61,1.11,5066.16,no
3660,70,retired,married,basic.4y,no,yes,no,telephone,oct,wed,181,0,958,0,nonexistent,-3.4,96.59,-28.08,0.7,4796.72,no
3661,46,services,divorced,professional.course,no,yes,no,telephone,jul,tue,168,1,998,0,nonexistent,1.4,95.98,-41.93,4.83,4966.69,no
3662,36,technician,divorced,professional.course,no,no,no,cellular,aug,tue,79,0,950,0,nonexistent,1.4,90.08,-34.4,5.15,5118.3,no
3663,48,admin.,married,university.degree,unknown,unknown,unknown,cellular,aug,wed,347,0,962,0,nonexistent,1.4,90.73,-37.61,5.17,5458.13,no
3664,56,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,264,1,1007,0,nonexistent,1.1,92.49,-37.45,4.73,5445.35,no
3665,36,housemaid,married,basic.4y,no,yes,yes,cellular,jul,mon,116,6,1004,0,nonexistent,1.4,96.26,-41.16,5.08,5452.9,no
3666,29,student,divorced,university.degree,unknown,yes,no,cellular,oct,fri,222,18,656,1,nonexistent,-1.8,92,-36.28,1.07,5086.35,yes
3667,35,services,married,high.school,no,no,no,cellular,may,mon,131,2,953,1,failure,-1.8,90.94,-47.77,1.32,4849.24,no
3668,30,technician,married,professional.course,no,no,no,telephone,jun,wed,1521,9,944,0,nonexistent,1.4,89.81,-48.76,2.24,5079.27,no
3669,34,technician,single,professional.course,unknown,yes,no,telephone,may,fri,608,2,969,0,nonexistent,1.1,93.52,-34.65,4.86,5123.51,no
3670,45,services,married,high.school,no,yes,yes,cellular,may,wed,1022,1,921,4,nonexistent,-1.8,89.7,-49.91,4.04,5231.9,no
3671,37,services,married,high.school,no,no,no,cellular,may,mon,4467,1,270,5,nonexistent,-1.8,98.26,-30.51,3.88,4913.97,no
3672,53,blue-collar,divorced,basic.6y,no,yes,no,cellular,jun,wed,128,1,1034,0,nonexistent,-2.9,93.52,-39.86,1.2,5264.01,no
3673,42,services,married,high.school,no,yes,no,cellular,may,mon,145,2,957,0,nonexistent,-1.8,92.05,-47.03,1.2,5027.71,no
3674,34,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,13,5,968,1,failure,-1.8,92.14,-48.41,1.22,5144.99,no
3675,89,housemaid,divorced,high.school,yes,unknown,yes,telephone,oct,fri,88,19,1043,0,nonexistent,-0.1,94.59,-41.24,4.09,5081.49,yes
3676,65,housemaid,married,high.school,no,yes,no,cellular,may,fri,2274,1,81,6,nonexistent,-1.8,88.32,-38.78,0.86,4981.88,no
3677,34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,3895,2,908,4,success,1.4,90.3,-48.02,2.64,4858.96,no
3678,54,services,married,high.school,no,yes,no,cellular,aug,tue,140,5,961,0,nonexistent,1.4,97.36,-34.72,4.91,5003.29,no
3679,56,technician,married,professional.course,no,no,no,cellular,oct,tue,1815,0,808,1,nonexistent,-3.4,92.84,-50.13,3.18,5180.84,no
3680,29,admin.,married,high.school,no,no,no,cellular,may,tue,328,2,961,1,failure,-1.8,96.7,-46.1,1.25,5211.28,no
3681,34,self-employed,single,high.school,no,yes,yes,cellular,may,tue,114,0,994,0,nonexistent,-1.8,88.89,-44.35,1.26,4981.82,no
3682,31,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,4,0,1009,0,nonexistent,-1.1,92.23,-49.05,0.93,4750.16,no
3683,35,services,married,high.school,no,yes,yes,telephone,jul,thu,600,17,952,0,nonexistent,1.4,96.73,-43.38,4.86,5076.48,no
3684,36,student,single,high.school,no,yes,yes,telephone,may,mon,125,0,999,0,nonexistent,1.1,93.43,-37.81,4.71,4952.21,no
3685,32,admin.,married,high.school,no,no,no,cellular,apr,thu,111,2,972,1,failure,-1.8,93.81,-47.24,1.3,4925.73,no
3686,30,technician,single,professional.course,no,no,no,cellular,aug,mon,332,2,806,3,failure,1.4,91.27,-32.7,3.33,5229.93,no
3687,54,blue-collar,married,university.degree,yes,yes,unknown,cellular,oct,thu,1621,28,320,4,failure,-0.1,96.83,-50.31,1.36,5076.69,no
3688,30,management,married,high.school,no,no,no,cellular,jul,mon,1212,2,949,0,nonexistent,1.4,89.59,-44.66,4.81,5076.48,yes
3689,35,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,527,1,640,6,success,-2.9,94.2,-32.11,4.68,4901.72,yes
3690,35,management,married,university.degree,no,no,no,cellular,apr,mon,4421,0,287,3,nonexistent,-1.8,90.63,-34.94,2.02,5304.88,no
